"no","Word","Sub_Type","Type2","Type3","wildcard","wildsort","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Old_Term","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor"
7867,"plündern (.* )?parteien","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündernparteien",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plündern (.* )?parteien",,,,,,,"#DIV/0!"
7868,"plünder(t|n) (.* )?bürokrat(en|in|innen)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnbürokratenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?bürokrat(en|in|innen)?",,,,,,,"#DIV/0!"
7869,"plünder(t|n) (.* )?bürokratie","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnbürokratie",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?bürokratie",,,,,,,"#DIV/0!"
7870,"plünder(t|n) (.*)elite(n)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertneliten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.*)elite(n)?",,,,,,,"#DIV/0!"
7871,"plünder(t|n) (.*)establishment","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnestablishment",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.*)establishment",,,,,,,"#DIV/0!"
7872,"plünder(t|n) (.* )?expert(e|en|in|innen)","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnexperteenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?expert(e|en|in|innen)",,,,,,,"#DIV/0!"
7873,"plünder(t|n) (.* )?fachfrau(en)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnfachfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?fachfrau(en)?",,,,,,,"#DIV/0!"
7874,"plünder(t|n) (.* )?fachm(a|ä)nn(er)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnfachmaänner",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?fachm(a|ä)nn(er)?",,,,,,,"#DIV/0!"
7875,"plünder(t|n) (.* )?forscher(innen|in)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnforscherinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?forscher(innen|in)?",,,,,,,"#DIV/0!"
7876,"plünder(t|n) (.* )?forschung","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnforschung",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?forschung",,,,,,,"#DIV/0!"
7877,"plünder(t|n) (.* )?gelehrte(n|r)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertngelehrtenr",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?gelehrte(n|r)?",,,,,,,"#DIV/0!"
7878,"plünder(t|n) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertngroßssunternehmerrinrinnenn",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?gro(ß|ss)unternehme(r|rin|rinnen|n)?",,,,,,,"#DIV/0!"
7879,"plünder(t|n) (.* )?herrschende(n|r)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnherrschendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?herrschende(n|r)?",,,,,,,"#DIV/0!"
7880,"plünder(t|n) (.* )?intellektuelle(n|r)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnintellektuellenr",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?intellektuelle(n|r)?",,,,,,,"#DIV/0!"
7881,"plünder(t|n) (.* )?journalismus","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnjournalismus",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?journalismus",,,,,,,"#DIV/0!"
7882,"plünder(t|n) (.* )?journalist(en|in|innen)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","plündertnjournalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?journalist(en|in|innen)?",,,,,,,"#DIV/0!"
7883,"plünder(t|n) (.*)kapitalist(en|in|innen)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnkapitalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.*)kapitalist(en|in|innen)?",,,,,,,"#DIV/0!"
7884,"plünder(t|n) (.* )?konglomerat(e)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnkonglomerate",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?konglomerat(e)?",,,,,,,"#DIV/0!"
7885,"plünder(t|n) (.*)konzern(e)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnkonzerne",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.*)konzern(e)?",,,,,,,"#DIV/0!"
7886,"plünder(t|n) (.* )?leistungsträger(innen|in)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnleistungsträgerinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?leistungsträger(innen|in)?",,,,,,,"#DIV/0!"
7887,"plünder(t|n) (.* )?medienvertreter(innen|in)?","korrupte eliten","conflictive","anti-elitism","regex",1,1,1,1,0,0,0,"never appeared term","plündertnmedienvertreterinnenin",TRUE,FALSE,FALSE,2019-04-18,0,0.95,3,"plünder(t|n) (.* )?medienvertreter(innen|in)?",,,,,,,"#DIV/0!"
7888,"plünder(t|n) (.* )?partei","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnpartei",TRUE,FALSE,FALSE,2019-04-11,0,0.94,3,"plünder(t|n) (.* )?partei",,,,,,,"#DIV/0!"
7889,"plünder(t|n) (.* )?politiker(innen|in)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnpolitikerinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?politiker(innen|in)?",,,,,,,"#DIV/0!"
7890,"plünder(t|n) (.* )?regent(en|in|innen)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnregentenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?regent(en|in|innen)?",,,,,,,"#DIV/0!"
7891,"plünder(t|n) (.* )?regierende(n|r)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnregierendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?regierende(n|r)?",,,,,,,"#DIV/0!"
7892,"plünder(t|n) (.* )?regierung(en)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","plündertnregierungen",TRUE,FALSE,FALSE,2019-04-11,1,0.97,3,"plünder(t|n) (.* )?regierung(en)?",,,,,,,"#DIV/0!"
7893,"plünder(t|n) (.* )?souverän","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnsouverän",TRUE,FALSE,FALSE,2019-04-11,0,1.02,3,"plünder(t|n) (.* )?souverän",,,,,,,"#DIV/0!"
7894,"plünder(t|n) (.* )?spezialist(en|in|innen)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnspezialistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?spezialist(en|in|innen)?",,,,,,,"#DIV/0!"
7895,"plünder(t|n) (.* )?system","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnsystem",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?system",,,,,,,"#DIV/0!"
7896,"plünder(t|n) (.* )?wirtschaft","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnwirtschaft",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?wirtschaft",,,,,,,"#DIV/0!"
7897,"plünder(t|n) (.* )?wissenschaft(en)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnwissenschaften",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?wissenschaft(en)?",,,,,,,"#DIV/0!"
7898,"plünder(t|n) (.* )?wissenschaft(l)?er(innen|in)?","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","plündertnwissenschaftlerinnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"plünder(t|n) (.* )?wissenschaft(l)?er(innen|in)?",,,,,,,"#DIV/0!"
7899,"plutokrat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","plutokrat",FALSE,FALSE,FALSE,2019-04-08,2,0.95,3,"plutokrat(.*)",,,,,,,"#DIV/0!"
7900,"plutokratie(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"never appeared term","plutokratie",FALSE,FALSE,FALSE,2019-04-08,0,0.95,3,"plutokratie(.*)",,,,,,,"#DIV/0!"
7901,"politadel(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"never appeared term","politadel",FALSE,FALSE,FALSE,2019-04-08,0,0.95,3,"politadel(.*)",,,,,,,"#DIV/0!"
7902,"polit-affaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"never appeared term","politaffaire",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"polit-affaire",,,,,,,"#DIV/0!"
7903,"politaffaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"never appeared term","politaffaire",FALSE,TRUE,FALSE,2019-04-08,0,0.96,3,"politaffaire",,,,,,,"#DIV/0!"
7904,"polit-affaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,1,1,0,,"politaffaire",FALSE,TRUE,FALSE,2019-01-10,0,0.95,3,"polit-affaire",,,,,,,"#DIV/0!"
7905,"politaffaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,1,1,0,,"politaffaire",FALSE,TRUE,FALSE,2019-01-10,0,0.95,3,"politaffaire",,,,,,,"#DIV/0!"
7906,"politaffäre","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"very rare terms","politaffäre",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"politaffäre",,,,,,,"#DIV/0!"
7907,"polit-affäre(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"never appeared term","politaffäre",FALSE,TRUE,FALSE,2019-04-08,0,0.96,3,"polit-affäre(.*)",,,,,,,"#DIV/0!"
7908,"politaffäre","zzz_none","conflictive","anti-elitism","none",1,0,0,0,1,1,0,,"politaffäre",FALSE,TRUE,FALSE,2019-01-10,0,0.96,3,"politaffäre",,,,,,,"#DIV/0!"
7909,"polit(-)?affäre(n)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politaffären",FALSE,FALSE,FALSE,2019-04-08,0,0.96,3,"polit(-)?affäre(n)?",,,,,,,"#DIV/0!"
7910,"polit-apparat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politapparat",FALSE,FALSE,FALSE,2019-04-08,1,0.95,3,"polit-apparat(.*)",,,,,,,"#DIV/0!"
7911,"polit(-)?establishment(s)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politestablishments",FALSE,FALSE,FALSE,2019-04-08,1,0.96,3,"polit(-)?establishment(s)?",,,,,,,"#DIV/0!"
7912,"politik-affaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"never appeared term","politikaffaire",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"politik-affaire",,,,,,,"#DIV/0!"
7913,"politikaffaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"never appeared term","politikaffaire",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"politikaffaire",,,,,,,"#DIV/0!"
7914,"politik-affaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,1,1,0,,"politikaffaire",FALSE,TRUE,FALSE,2019-01-10,0,0.95,3,"politik-affaire",,,,,,,"#DIV/0!"
7915,"politikaffaire","zzz_none","conflictive","anti-elitism","none",1,0,0,1,1,1,0,,"politikaffaire",FALSE,TRUE,FALSE,2019-01-10,0,0.95,3,"politikaffaire",,,,,,,"#DIV/0!"
7916,"politik-affäre(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politikaffäre",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"politik-affäre(.*)",,,,,,,"#DIV/0!"
7917,"politikaffäre","zzz_none","conflictive","anti-elitism","none",1,0,0,1,0,0,0,"never appeared term","politikaffäre",FALSE,TRUE,FALSE,2019-04-08,0,0.95,3,"politikaffäre",,,,,,,"#DIV/0!"
7918,"politikapparat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politikapparat",FALSE,TRUE,FALSE,2019-04-08,1,0.95,3,"politikapparat(.*)",,,,,,,"#DIV/0!"
7919,"politik-apparat(.*)","zzz_none","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politikapparat",FALSE,TRUE,FALSE,2019-04-08,1,0.96,3,"politik-apparat(.*)",,,,,,,"#DIV/0!"
7920,"politiker(innen|in)? (.* )?(auf)?bürde(t|n)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninaufbürdetn",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?(auf)?bürde(t|n)",,,,,,,"#DIV/0!"
7921,"politiker(innen|in)? (.* )?(auf)?hals(t|en)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninaufhalsten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?(auf)?hals(t|en)",,,,,,,"#DIV/0!"
7922,"politiker(innen|in)? (.* )?(auf)?oktroyier(t|en)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninaufoktroyierten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?(auf)?oktroyier(t|en)",,,,,,,"#DIV/0!"
7923,"politiker(innen|in)? (.* )?(auf)?zwing(t|en)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,"very rare terms","politikerinneninaufzwingten",TRUE,FALSE,FALSE,2019-04-11,1,0.97,3,"politiker(innen|in)? (.* )?(auf)?zwing(t|en)",,,,,,,"#DIV/0!"
7924,"politiker(innen|in)? (.* )?(be|an)lüg(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninbeanlügten",TRUE,FALSE,FALSE,2019-04-11,2,0.96,3,"politiker(innen|in)? (.* )?(be|an)lüg(t|en)",,,,,,,"#DIV/0!"
7925,"politiker(innen|in)? (.* )?best(i|e)ch(t|en)","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninbestiechten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?best(i|e)ch(t|en)",,,,,,,"#DIV/0!"
7926,"politiker(innen|in)? (.* )?betrüg(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninbetrügten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?betrüg(t|en)",,,,,,,"#DIV/0!"
7927,"politiker(innen|in)? (.* )?br(i|e)ch(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,1,0,0,0,0,,"politikerinneninbriechten",TRUE,FALSE,FALSE,2019-04-11,3,0.95,3,"politiker(innen|in)? (.* )?br(i|e)ch(t|en)",,,,,,,"#DIV/0!"
7928,"politiker(innen|in)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en))","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninchuzpefrechheitstirnnervenhatbenbesitztenverfügten",TRUE,FALSE,FALSE,2019-04-11,0,0.97,3,"politiker(innen|in)? (.* )?(chuzpe|frechheit|stirn|nerv(en)?) (ha(t|ben)|besitz(t|en)|verfüg(t|en))",,,,,,,"#DIV/0!"
7929,"politiker(innen|in)? (.* )?diktier(t|en)","diktatorische eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinnenindiktierten",TRUE,FALSE,FALSE,2019-04-11,1,0.98,3,"politiker(innen|in)? (.* )?diktier(t|en)",,,,,,,"#DIV/0!"
7930,"politiker(innen|in)? (.* )?erdreiste(t|n)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninerdreistetn",TRUE,FALSE,FALSE,2019-04-11,0,0.97,3,"politiker(innen|in)? (.* )?erdreiste(t|n)",,,,,,,"#DIV/0!"
7931,"politiker(innen|in)? (.* )?erlaub(t|en) sich","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninerlaubtensich",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?erlaub(t|en) sich",,,,,,,"#DIV/0!"
7932,"politiker(innen|in)? (.* )?gering( )?schätz(t|en)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneningeringschätzten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?gering( )?schätz(t|en)",,,,,,,"#DIV/0!"
7933,"politiker(innen|in)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninhatbenbesitztenverfügtenchuzpefrechheitstirnnerven",TRUE,FALSE,FALSE,2019-04-11,0,0.97,3,"politiker(innen|in)? (.* )?(ha(t|ben)|besitz(t|en)|verfüg(t|en)) (.* )?(chuzpe|frechheit|stirn|nerv(en)?)",,,,,,,"#DIV/0!"
7934,"politiker(innen|in)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en))","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninherhinabuntersiehtenschautenblickten",TRUE,FALSE,FALSE,2019-04-11,0,0.98,3,"politiker(innen|in)? (.* )?(her|hin)(ab|unter)( )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en))",,,,,,,"#DIV/0!"
7935,"politiker(innen|in)? (.* )?konspirier(t|en)","konspirative eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninkonspirierten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?konspirier(t|en)",,,,,,,"#DIV/0!"
7936,"politiker(innen|in)? (.* )?ma(ß|ss)(t|en) sich","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninmaßsstensich",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?ma(ß|ss)(t|en) sich",,,,,,,"#DIV/0!"
7937,"politiker(innen|in)? (.* )?mauschel(t|en)","paktierende eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninmauschelten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?mauschel(t|en)",,,,,,,"#DIV/0!"
7938,"politiker(innen|in)? (.* )?missbrauch(t|en)","verabscheuenswerte eliten","conflictive","anti-elitism","regex",1,0,0,1,0,0,0,,"politikerinneninmissbrauchten",TRUE,FALSE,FALSE,2019-04-11,2,0.96,3,"politiker(innen|in)? (.* )?missbrauch(t|en)",,,,,,,"#DIV/0!"
7939,"politiker(innen|in)? (.* )?mogel(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninmogelten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?mogel(t|en)",,,,,,,"#DIV/0!"
7940,"politiker(innen|in)? (.* )?(nimmt|nehmen) sich (.* )?heraus","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninnimmtnehmensichheraus",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?(nimmt|nehmen) sich (.* )?heraus",,,,,,,"#DIV/0!"
7941,"politiker(innen|in)? (.* )?paktier(t|en)","paktierende eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninpaktierten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? (.* )?paktier(t|en)",,,,,,,"#DIV/0!"
7942,"politiker(innen|in)? (.* )?plünder(t|n)","korrupte eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"very rare terms","politikerinneninplündertn",TRUE,FALSE,FALSE,2019-04-11,1,0.96,3,"politiker(innen|in)? (.* )?plünder(t|n)",,,,,,,"#DIV/0!"
7943,"politiker(innen|in)? (.* )?schätz(t|en) (.* )?gering","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninschätztengering",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?schätz(t|en) (.* )?gering",,,,,,,"#DIV/0!"
7944,"politiker(innen|in)? (.* )?scheu(t|en) sich (.* )?nicht","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninscheutensichnicht",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?scheu(t|en) sich (.* )?nicht",,,,,,,"#DIV/0!"
7945,"politiker(innen|in)? (.* )?schummel(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninschummelten",TRUE,FALSE,FALSE,2019-04-11,1,0.96,3,"politiker(innen|in)? (.* )?schummel(t|en)",,,,,,,"#DIV/0!"
7946,"politiker(innen|in)? (.* )?schwindel(t|en)","unaufrichtige eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninschwindelten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? (.* )?schwindel(t|en)",,,,,,,"#DIV/0!"
7947,"politiker(innen|in)? sich (.* )?anma(ß|ss)(t|en)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsichanmaßssten",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? sich (.* )?anma(ß|ss)(t|en)",,,,,,,"#DIV/0!"
7948,"politiker(innen|in)? sich (.* )?erlaub(t|en)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsicherlaubten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? sich (.* )?erlaub(t|en)",,,,,,,"#DIV/0!"
7949,"politiker(innen|in)? sich (.* )?heraus(nimmt|nehmen)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsichherausnimmtnehmen",TRUE,FALSE,FALSE,2019-04-11,0,0.96,3,"politiker(innen|in)? sich (.* )?heraus(nimmt|nehmen)",,,,,,,"#DIV/0!"
7950,"politiker(innen|in)? sich (.* )?nicht (.* )?scheu(t|en)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsichnichtscheuten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? sich (.* )?nicht (.* )?scheu(t|en)",,,,,,,"#DIV/0!"
7951,"politiker(innen|in)? sich (.* )?trau(t|en)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsichtrauten",TRUE,FALSE,FALSE,2019-04-11,0,0.95,3,"politiker(innen|in)? sich (.* )?trau(t|en)",,,,,,,"#DIV/0!"
7952,"politiker(innen|in)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",1,0,0,1,1,0,0,"never appeared term","politikerinneninsiehtenschautenblicktenherhinabunter",TRUE,FALSE,FALSE,2019-04-11,0,0.98,3,"politiker(innen|in)? (.* )?(s(i)?eh(t|en)|schau(t|en)|blick(t|en)) (.* )?(her|hin)(ab|unter)",,,,,,,"#DIV/0!"
